text,images,videos,gender
"""ফসল হারা শুকনো মাটির, বৈশাখেতে তৃষ্ণা পেলে
সাগর থেকে জল এনে যে.. বৃষ্টি ধারায় দেব ঢেলে
আর রামধনুকে বলবো আমায় রাঙিয়ে দিয়ে যাও""","['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/391581141_6952128971513011_6905261328210030687_n.jpg?stp=dst-jpg_p350x350&_nc_cat=101&ccb=1-7&_nc_sid=a73e89&_nc_ohc=FRMhjkhxFfoAX8GJ6bD&_nc_ht=scontent-ord5-1.xx&oh=00_AfBE36NiQZ-3VSdTR1aQym8N1BQZIllSr3HWcKgA0Jr-4Q&oe=65D62E3A', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/391578924_6952129158179659_90043288840533021_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=a73e89&_nc_ohc=WGsNGL4cpo8AX9YlgWB&_nc_ht=scontent-ord5-2.xx&oh=00_AfDFzu3Oz-XYVuB8O6XhJ0Qguu5Vw9qFHugOt0mMwG6heA&oe=65D57B3F', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/386105218_6952129328179642_5316901084728216169_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=a73e89&_nc_ohc=6mes6zi4XAsAX_hO6aw&_nc_ht=scontent-ord5-2.xx&oh=00_AfDWjLDEwB6UPpeOuF5Nh8XBdmK1Wi6E5ACC3iwrYDqk9w&oe=65D67E92']",[],M
"""Your life is an occasion -- rise to it.""
April 2021",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/382458617_6874649302594312_5867142766210687474_n.jpg?stp=dst-jpg_p180x540&_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=Fj6wYJ_XC4UAX8eJjkV&_nc_ht=scontent-ord5-1.xx&oh=00_AfC0AAXjz1dWo30qcOuE0pkRMzeIeIFOKJXArwYHIYYiPw&oe=65D6351F'],[],M
"Year 2018
Our first child (Protap) with two of his cousins.","['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/370188462_6794188370640406_6190808471914204258_n.jpg?stp=dst-jpg_p526x395&_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=4n8sD5_eI3YAX9OkR0u&_nc_ht=scontent-ord5-1.xx&oh=00_AfDGoL9HI595aGuFOs-e2Icrp4E5tnCwrFOxojyDGpNHIQ&oe=65D6DD5D', 'https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/375042222_6794188380640405_6069801856308366098_n.jpg?stp=dst-jpg_p526x395&_nc_cat=101&ccb=1-7&_nc_sid=3635dc&_nc_ohc=ggm2UJ8b660AX_LnnlP&_nc_ht=scontent-ord5-1.xx&oh=00_AfBYZ6fcwpU77HiwU5JrMy8xZmJKdqR9vMnq8pcl_sStiw&oe=65D5B6AA']",[],M
"গগনচুম্বী অট্টালিকার মাঝেই বেড়ে উঠা, যথারীতি নিজের সহজাত বৈশিষ্ট্য প্রকাশ করা। 
South side of Union Station,  Chicago",['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/362693709_6676219235770654_4997660736957797487_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&ccb=1-7&_nc_sid=a73e89&_nc_ohc=hJTCQ-_TIv4AX8DrUxo&_nc_ht=scontent-ord5-2.xx&oh=00_AfCzoKw539sH-AO6ITjavEOHXbYfJGOwAChDbBpx1C_vDg&oe=65D5A517'],[],M
"""ফসল হারা শুকনো মাটির, বৈশাখেতে তৃষ্ণা পেলে
সাগর থেকে জল এনে যে.. বৃষ্টি ধারায় দেব ঢেলে
আর রামধনুকে বলবো আমায় রাঙিয়ে দিয়ে যাও""","['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/391581141_6952128971513011_6905261328210030687_n.jpg?stp=dst-jpg_p350x350&_nc_cat=101&ccb=1-7&_nc_sid=a73e89&_nc_ohc=FRMhjkhxFfoAX8GJ6bD&_nc_ht=scontent-ord5-1.xx&oh=00_AfBE36NiQZ-3VSdTR1aQym8N1BQZIllSr3HWcKgA0Jr-4Q&oe=65D62E3A', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/391578924_6952129158179659_90043288840533021_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=a73e89&_nc_ohc=WGsNGL4cpo8AX9YlgWB&_nc_ht=scontent-ord5-2.xx&oh=00_AfDFzu3Oz-XYVuB8O6XhJ0Qguu5Vw9qFHugOt0mMwG6heA&oe=65D57B3F', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/386105218_6952129328179642_5316901084728216169_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=a73e89&_nc_ohc=6mes6zi4XAsAX_hO6aw&_nc_ht=scontent-ord5-2.xx&oh=00_AfDWjLDEwB6UPpeOuF5Nh8XBdmK1Wi6E5ACC3iwrYDqk9w&oe=65D67E92']",[],M
"""Your life is an occasion -- rise to it.""
April 2021",['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/382458617_6874649302594312_5867142766210687474_n.jpg?stp=dst-jpg_p180x540&_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=Fj6wYJ_XC4UAX8eJjkV&_nc_ht=scontent-ord5-1.xx&oh=00_AfC0AAXjz1dWo30qcOuE0pkRMzeIeIFOKJXArwYHIYYiPw&oe=65D6351F'],[],M
"Year 2018
Our first child (Protap) with two of his cousins.","['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/370188462_6794188370640406_6190808471914204258_n.jpg?stp=dst-jpg_p526x395&_nc_cat=111&ccb=1-7&_nc_sid=3635dc&_nc_ohc=4n8sD5_eI3YAX9OkR0u&_nc_ht=scontent-ord5-1.xx&oh=00_AfDGoL9HI595aGuFOs-e2Icrp4E5tnCwrFOxojyDGpNHIQ&oe=65D6DD5D', 'https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/375042222_6794188380640405_6069801856308366098_n.jpg?stp=dst-jpg_p526x395&_nc_cat=101&ccb=1-7&_nc_sid=3635dc&_nc_ohc=ggm2UJ8b660AX_LnnlP&_nc_ht=scontent-ord5-1.xx&oh=00_AfBYZ6fcwpU77HiwU5JrMy8xZmJKdqR9vMnq8pcl_sStiw&oe=65D5B6AA']",[],M
"গগনচুম্বী অট্টালিকার মাঝেই বেড়ে উঠা, যথারীতি নিজের সহজাত বৈশিষ্ট্য প্রকাশ করা। 
South side of Union Station,  Chicago",['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/362693709_6676219235770654_4997660736957797487_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&ccb=1-7&_nc_sid=a73e89&_nc_ohc=hJTCQ-_TIv4AX8DrUxo&_nc_ht=scontent-ord5-2.xx&oh=00_AfCzoKw539sH-AO6ITjavEOHXbYfJGOwAChDbBpx1C_vDg&oe=65D5A517'],[],M
"""কি জানি কিসের লাগি প্রাণ করে হায় হায়...""",[],['https://www.facebook.com/purno.ghosh/videos/3561132877508222/?__cft__[0]=AZUsCVJnCgFLV9dtsTZyRZK3L05ANgP0JJnbUEVYTpzRoRCOuZBBBYaHjUuvYDuofuFW7ufbmWolPQDLD84u44rso3OO5qJyWpeU4H3i4tplPNX-CQOKEM1wijBynPRRgWtjRPMS0alr7PaE2gOjslK7KIfvDvw5lQjUq5zjvA4BVQ&__tn__=%2B%3FFH-R'],M
"কিংকর্তব্যবিমূঢ়! 
Young buck",[],['https://www.facebook.com/purno.ghosh/videos/810006103962886/?__cft__[0]=AZVYn9vl4jFbwCrpVpmOy4Z98pIJF_wQOUQ2fwUiSYkod62oddXCiptgvld-uePW2NitlKe1tsxhSdpxV0swXESx3idR7e8J0woAVdFk2sWG5kXN3LnXxDs19EKxbYWq4PJBypNf1K9v4C9vFWCr4F8DNt5gqheX_ERt04FoLlfCag&__tn__=%2B%3FFH-R'],M
Magnolia tree in different seasons.,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/354468536_6533901503335762_4356330869963968806_n.jpg?stp=dst-jpg_p851x315&_nc_cat=105&ccb=1-7&_nc_sid=a73e89&_nc_ohc=cMQYDy5l0YYAX-jJjoV&_nc_ht=scontent-ord5-2.xx&oh=00_AfBMuM1LxJaaNk-FimVZ26M9l692znXK5-ZfjO-7UAw3NA&oe=65D58609'],[],M
"""কি জানি কিসের লাগি প্রাণ করে হায় হায়...""",[],['https://www.facebook.com/purno.ghosh/videos/3561132877508222/?__cft__[0]=AZUsCVJnCgFLV9dtsTZyRZK3L05ANgP0JJnbUEVYTpzRoRCOuZBBBYaHjUuvYDuofuFW7ufbmWolPQDLD84u44rso3OO5qJyWpeU4H3i4tplPNX-CQOKEM1wijBynPRRgWtjRPMS0alr7PaE2gOjslK7KIfvDvw5lQjUq5zjvA4BVQ&__tn__=%2B%3FFH-R'],M
"কিংকর্তব্যবিমূঢ়! 
Young buck",[],['https://www.facebook.com/purno.ghosh/videos/810006103962886/?__cft__[0]=AZVYn9vl4jFbwCrpVpmOy4Z98pIJF_wQOUQ2fwUiSYkod62oddXCiptgvld-uePW2NitlKe1tsxhSdpxV0swXESx3idR7e8J0woAVdFk2sWG5kXN3LnXxDs19EKxbYWq4PJBypNf1K9v4C9vFWCr4F8DNt5gqheX_ERt04FoLlfCag&__tn__=%2B%3FFH-R'],M
Magnolia tree in different seasons.,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/354468536_6533901503335762_4356330869963968806_n.jpg?stp=dst-jpg_p851x315&_nc_cat=105&ccb=1-7&_nc_sid=a73e89&_nc_ohc=cMQYDy5l0YYAX-jJjoV&_nc_ht=scontent-ord5-2.xx&oh=00_AfBMuM1LxJaaNk-FimVZ26M9l692znXK5-ZfjO-7UAw3NA&oe=65D58609'],[],M
মহাকালের সাক্ষী,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/350530755_6514522601940319_5749399780616153284_n.jpg?stp=dst-jpg_p180x540&_nc_cat=103&ccb=1-7&_nc_sid=a73e89&_nc_ohc=j4mi5vcFeC4AX8rYOkN&_nc_ht=scontent-ord5-2.xx&oh=00_AfB0j9JEtJ9VLz9ON-CW4rCjWoAwmx0NZs1WPzvOYUO0vg&oe=65D56F96'],[],M
শকুন_ Vulture,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/350255970_973637793767732_4999736094835177691_n.jpg?stp=dst-jpg_p180x540&_nc_cat=107&ccb=1-7&_nc_sid=a73e89&_nc_ohc=k_SU5Cs_a-UAX9McnsU&_nc_ht=scontent-ord5-2.xx&oh=00_AfDs4WlFx1tZO4sdtjirlmPhYtPy6zEoa4rUIEgli1RRcg&oe=65D71362'],[],M
,"['https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/347636203_6802263959787097_3375828936194664636_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=a73e89&_nc_ohc=yFMQAKkN0WkAX9tFjr-&_nc_ht=scontent-ord5-1.xx&oh=00_AfDrJ4DKSY0aJfrNW686NaSiijcNGTeeuVx1g04tj7G1XA&oe=65D5D4B3', 'https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/345285420_793914912056371_1571351683235045168_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=a73e89&_nc_ohc=Ihclwek-pjsAX8HQUqy&_nc_ht=scontent-ord5-1.xx&oh=00_AfD6BxyqBgK1cHPjjlMtG-z5NHXxkcQdyUKAcUhAnUo1iA&oe=65D5FEE9', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/346078691_1660083294506634_573783980947116295_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=a73e89&_nc_ohc=ANDUTUUQ_R0AX-g2mej&_nc_ht=scontent-ord5-2.xx&oh=00_AfCoTH7Epy-YiRMxUp37aGfngEgOPXSBDDREPkN4jRaE8A&oe=65D6694A', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/345040873_1688031061646470_8658692039760703029_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=a73e89&_nc_ohc=bZp8UgKOaX0AX-godMj&_nc_ht=scontent-ord5-2.xx&oh=00_AfCYhRju-Cgb4UzngMb1mIx2-IgPkuzYL21uFPFe-FdFwQ&oe=65D60535', 'https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/347414450_571951338399239_2230569380767384983_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=a73e89&_nc_ohc=bOounuOoCKcAX8TeD84&_nc_ht=scontent-ord5-2.xx&oh=00_AfDN9B0Ng-IJNiVcLbQqsWGkrY-kr1rCoofBgeNmjSV16A&oe=65D61D3F']",[],M
"Natural bridge
প্রকৃতির এ এক অনন্য সৃষ্টি!",[],['https://www.facebook.com/purno.ghosh/videos/923345622111167/?__cft__[0]=AZXWJ7Gq-baVyckihzLuiUga8oaCzHGmniv_hoCOKfPLjM601AtrZGkB-3C2fSiDU7JajNc_YrZMDJSSaaA7I0bO2c4OBL-S3LCTeGkaU4_ulIUoc5w5xdKr2ZHaLxSnvd_fq0JfoiV9QmIgFpSCZFV0ezWorJk0Z7hmgrZrmJDGmg&__tn__=%2B%3FFH-R'],M
"কিংকর্তব্যবিমূঢ়! 
Young buck",[],['https://www.facebook.com/purno.ghosh/videos/810006103962886/?__cft__[0]=AZVYn9vl4jFbwCrpVpmOy4Z98pIJF_wQOUQ2fwUiSYkod62oddXCiptgvld-uePW2NitlKe1tsxhSdpxV0swXESx3idR7e8J0woAVdFk2sWG5kXN3LnXxDs19EKxbYWq4PJBypNf1K9v4C9vFWCr4F8DNt5gqheX_ERt04FoLlfCag&__tn__=%2B%3FFH-R'],M
Magnolia tree in different seasons.,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/354468536_6533901503335762_4356330869963968806_n.jpg?stp=dst-jpg_p851x315&_nc_cat=105&ccb=1-7&_nc_sid=a73e89&_nc_ohc=cMQYDy5l0YYAX-jJjoV&_nc_ht=scontent-ord5-2.xx&oh=00_AfBMuM1LxJaaNk-FimVZ26M9l692znXK5-ZfjO-7UAw3NA&oe=65D58609'],[],M
মহাকালের সাক্ষী,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/350530755_6514522601940319_5749399780616153284_n.jpg?stp=dst-jpg_p180x540&_nc_cat=103&ccb=1-7&_nc_sid=a73e89&_nc_ohc=j4mi5vcFeC4AX8rYOkN&_nc_ht=scontent-ord5-2.xx&oh=00_AfB0j9JEtJ9VLz9ON-CW4rCjWoAwmx0NZs1WPzvOYUO0vg&oe=65D56F96'],[],M
শকুন_ Vulture,['https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/350255970_973637793767732_4999736094835177691_n.jpg?stp=dst-jpg_p180x540&_nc_cat=107&ccb=1-7&_nc_sid=a73e89&_nc_ohc=k_SU5Cs_a-UAX9McnsU&_nc_ht=scontent-ord5-2.xx&oh=00_AfDs4WlFx1tZO4sdtjirlmPhYtPy6zEoa4rUIEgli1RRcg&oe=65D71362'],[],M
